Ligand,SMILES,MMGBSA_5,MMGBSA_7,Energy,CNNaffinity,log Kp (cm/s),#H-bond donors,10nM score no_adme,MMPBSA,MMGBSA_2,MMGBSA_8,CNNscore,CNN_VS,CNNaffinity_variance,XLOGP3,Veber #violations,MLOGP,Silicos-IT LogSw,PAINS #alerts,Ali Solubility (mg/ml),Brenk #alerts,Silicos-IT Solubility (mg/ml),#Heavy atoms,Ali Log S,#Aromatic heavy atoms,Synthetic Accessibility,Silicos-IT Solubility (mol/l),#H-bond acceptors,Fraction Csp3,Bioavailability Score,MW,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),Silicos-IT Log P,Ali Solubility (mol/l),Egan #violations,Muegge #violations,TPSA,MR,Leadlikeness #violations,Consensus Log P,ESOL Log S,#Rotatable bonds,iLOGP,WLOGP,Ghose #violations,Lipinski #violations
Z4927221870,O=C1CC(C(=O)N2C[C@]34CCCC[C@@]3(C2)CN(c2cc(=O)n3ccccc3n2)C4)CC(=O)N1,-61.6903,-53.2149,-13.33102,7.7437186241,-9.03,1.0,0.9700501171057737,-41.4823,-56.9085,-47.7573,0.8924674392,6.9110169411,0.1213369966,0.01,0.0,2.11,-4.64,0.0,8.04,1.0,0.0103,33.0,-1.75,10.0,4.74,2.29e-05,5.0,0.54,0.55,449.5,0.985,0.00219,1.25,0.0179,0.0,0.0,104.09,131.05,1.0,1.13,-2.66,3.0,2.49,-0.19,1.0,0.0
Z3396345178,CCn1c(=O)[nH]c2ccc(C(=O)NCC[C@@H]3CN(c4ncnc5[nH]ncc45)c4ccccc43)cc21,-39.6595,-31.9684,-12.38944,7.733332634,-7.36,3.0,0.9698621932629984,-17.7964,-36.6819,-25.9883,0.832060039,6.4345970154,0.4310756624,2.53,0.0,2.64,-7.91,0.0,0.00755,0.0,5.75e-06,35.0,-4.79,24.0,3.8,1.23e-08,5.0,0.24,0.55,468.51,0.0193,4.13e-05,2.94,1.61e-05,0.0,0.0,124.59,136.23,1.0,2.65,-4.38,7.0,2.45,2.69,1.0,0.0
Z3396345789,CN1C(=O)C[C@H](C(=O)NCC[C@H]2CN(c3ncnc4[nH]ncc34)c3ccccc32)[C@H]1c1cccc(F)c1,-44.6018,-37.8481,-12.52565,7.9189863205,-7.59,2.0,0.9690603122645205,-15.6022,-41.1589,-32.854,0.9380967617,7.4287753105,0.1827269942,2.48,0.0,2.97,-8.03,0.0,0.0211,0.0,4.67e-06,37.0,-4.37,21.0,4.42,9.35e-09,6.0,0.3,0.55,499.54,0.0174,3.49e-05,3.07,4.23e-05,0.0,0.0,107.11,142.72,1.0,2.82,-4.46,7.0,2.8,2.79,2.0,0.0
Z4924290362,Cc1cccc(F)c1S(=O)(=O)Nc1ccc(NC(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)cc1,-53.6154,-44.0019,-12.24361,7.8983230591,-7.61,3.0,0.9681912304045744,-34.81,-49.1303,-42.8021,0.9334435463,7.3726387024,0.1046373025,2.42,0.0,2.53,-8.63,0.0,0.00531,0.0,1.16e-06,35.0,-4.97,22.0,3.3,2.34e-09,6.0,0.12,0.55,496.51,0.0207,4.17e-05,3.11,1.07e-05,1.0,0.0,138.51,130.77,2.0,2.9,-4.38,8.0,2.36,4.09,2.0,0.0
Z8174592318,CNS(=O)(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-55.3896,-44.8333,-12.79197,7.5374898911,-8.42,2.0,0.9681906676131101,-32.7668,-47.5275,-41.0304,0.9571022987,7.2141489983,0.04139762,0.96,0.0,2.44,-6.4,0.0,0.327,0.0,0.000184,32.0,-3.15,16.0,3.38,4.01e-07,8.0,0.29,0.55,459.49,0.248,0.00054,1.84,0.000711,0.0,0.0,123.85,124.47,1.0,1.84,-3.27,6.0,2.36,1.61,0.0,0.0
Z4898006909,Cc1nc2c(c(C)c1CC(=O)OCC(=O)N1c3ccccc3NC(=O)C[C@H]1C(F)(F)F)c(=O)[nH]n2C,-39.2347,-31.8433,-12.36055,7.7595663071,-7.78,2.0,0.968154061756808,-19.5828,-38.6349,-32.2495,0.8817753792,6.8421945572,0.1469699889,2.26,0.0,2.21,-6.33,0.0,0.0142,0.0,0.000239,36.0,-4.55,15.0,4.05,4.73e-07,9.0,0.35,0.55,505.45,0.0288,5.7e-05,3.23,2.81e-05,0.0,0.0,126.39,129.21,1.0,2.59,-4.24,7.0,2.68,2.58,1.0,1.0
Z8485184575,O=C(c1ccc2cccnc2c1)N1C[C@@H]2C[C@H]1CCN2C(=O)c1n[nH]c(=O)c2ccccc12,-50.6654,-44.9205,-13.81019,7.5558347702,-7.28,1.0,0.9675339975755632,-33.504,-47.1299,-37.412,0.9439487457,7.1323208809,0.0531749241,2.4,0.0,2.5,-6.71,0.0,0.0329,0.0,8.57e-05,33.0,-4.13,20.0,4.38,1.95e-07,5.0,0.24,0.55,439.47,0.0241,5.48e-05,2.87,7.48e-05,0.0,0.0,99.26,131.0,1.0,2.42,-4.26,4.0,2.47,1.84,1.0,0.0
Z8504820816,C[C@@H]1C[C@@H](NC(=O)c2cncc3ccccc23)CN1C(=O)c1cc2c(Br)ccc(Cl)c2[nH]1,-44.9531,-39.2414,-13.64042,7.4882383347,-5.91,2.0,0.9671322484543254,-12.1463,-42.118,-26.8942,0.8470509052,6.3429188728,0.062156003,4.94,0.0,3.14,-8.7,0.0,0.000246,0.0,1.02e-06,32.0,-6.32,19.0,3.59,2e-09,3.0,0.21,0.55,511.8,0.000298,5.82e-07,4.85,4.82e-07,0.0,0.0,78.09,132.95,2.0,4.09,-6.23,5.0,2.74,4.78,2.0,1.0
Z30082802,CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1cccc(S(=O)(=O)N2CCc3ccccc32)c1,-55.2647,-47.3717,-12.6345,7.970536232,-7.16,1.0,0.9669147359505083,-23.9183,-48.7072,-44.3747,0.9674651027,7.7112154961,0.0396128967,2.99,0.0,2.87,-8.4,0.0,0.00486,0.0,1.95e-06,35.0,-5.0,22.0,3.46,4e-09,5.0,0.19,0.55,488.56,0.00857,1.75e-05,3.37,9.95e-06,0.0,0.0,111.82,137.36,1.0,3.26,-4.76,7.0,3.18,3.88,2.0,0.0
Z27876246,CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)c1,-55.4323,-42.6871,-11.99395,7.6252861023,-7.58,2.0,0.9668947387737946,-28.4611,-48.9719,-48.5448,0.9299057126,7.0907969475,0.2109461576,2.57,0.0,2.0,-7.75,0.0,0.00372,0.0,9.04e-06,36.0,-5.14,22.0,3.74,1.78e-08,6.0,0.16,0.55,508.55,0.0172,3.39e-05,2.19,7.31e-06,1.0,0.0,138.95,137.24,2.0,2.69,-4.47,9.0,3.24,3.44,2.0,1.0
Z52733355,C[C@@H](c1nc2ccccc2c(=O)[nH]1)N1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1,-33.8784,-25.0511,-11.97431,7.5847716331,-7.11,1.0,0.9655514961525147,-8.015,-29.3276,-23.6965,0.9355107546,7.0956354141,0.0762463063,2.62,0.0,2.37,-6.61,0.0,0.0241,0.0,0.000107,31.0,-4.26,16.0,3.9,2.44e-07,6.0,0.39,0.55,438.54,0.0206,4.7e-05,3.07,5.5e-05,0.0,0.0,94.75,128.11,1.0,2.82,-4.33,4.0,3.55,2.47,0.0,0.0
Z2087182409,CC1(C)CC(=O)c2cc(NC(=O)[C@H]3CCCN(C(=O)c4ccc5[nH]ncc5c4)C3)ccc2O1,-47.1298,-40.2481,-13.80911,7.2810821533,-7.31,2.0,0.9653429844768863,-18.1716,-44.3944,-36.747,0.8914363384,6.4906210899,0.0641958117,2.41,0.0,1.9,-6.97,0.0,0.0254,0.0,4.76e-05,33.0,-4.24,15.0,3.68,1.07e-07,5.0,0.36,0.55,446.5,0.0329,7.36e-05,3.67,5.7e-05,0.0,0.0,104.39,128.27,1.0,2.75,-4.13,5.0,2.54,3.23,0.0,0.0
Z8346604629,Cc1cc(C(=O)NC[C@H]2[C@H]3CN(C(=O)c4cc(F)cc5[nH]nnc45)C[C@@H]23)cc2nn[nH]c12,-31.8,-26.0224,-12.76701,7.5473542213,-7.89,3.0,0.9651916172722426,-13.0964,-30.7387,-20.5598,0.8666365743,6.5408129692,0.3635230958,1.49,0.0,2.78,-6.13,0.0,0.0571,0.0,0.000319,32.0,-3.88,18.0,3.83,7.35e-07,7.0,0.33,0.55,434.43,0.14,0.000322,2.41,0.000132,1.0,0.0,132.55,115.59,1.0,1.91,-3.49,6.0,1.39,1.46,0.0,0.0
Z4921677900,Cc1[nH]nc2ncc(C(=O)NC[C@H]3C[C@@H]4CC[C@H]3N4C(=O)c3ccc4c(c3)C(=O)NC4=O)cc12,-57.1479,-50.5728,-13.78328,7.6036696434,-8.07,3.0,0.9650106169273702,-36.3194,-53.1028,-47.8168,0.917922616,6.9795804024,0.213103056,1.45,0.0,1.7,-6.35,0.0,0.0531,1.0,0.000205,34.0,-3.94,15.0,4.7,4.48e-07,6.0,0.33,0.55,458.47,0.136,0.000298,2.37,0.000116,1.0,0.0,137.15,128.37,1.0,1.52,-3.53,6.0,1.29,0.81,0.0,0.0
Z5129912964,O=C(Nc1ccc(F)c(-c2cn([C@H]3CC4(CCC4)Oc4ccc(F)cc43)nn2)c1)c1ccccc1CCc1ccccc1[N+](=O)[O-],-58.6233,-55.057,-13.42494,8.2410078049,-5.2,1.0,0.9648187819055437,-23.5621,-56.02,-44.0751,0.8600050211,7.08730793,0.2432380021,6.89,0.0,4.8,-11.68,0.0,4.79e-07,2.0,1.3e-09,46.0,-9.11,29.0,5.38,2.09e-12,8.0,0.23,0.17,621.63,7.69e-06,1.24e-08,5.07,7.71e-10,1.0,2.0,114.86,169.95,3.0,5.88,-7.91,9.0,4.53,8.11,4.0,2.0
Z4927219879,O=C(NC[C@@H]1c2ccccc2CCN1C(=O)c1cccc2oc(=O)[nH]c12)c1cn[nH]c(=O)c1,-30.1059,-22.0889,-12.49782,7.3173904419,-8.51,3.0,0.9641942653762722,-11.6395,-28.3266,-22.1135,0.9751057625,7.1352295876,0.2051309645,0.71,1.0,1.68,-7.19,0.0,0.249,0.0,2.89e-05,33.0,-3.25,21.0,3.88,6.49e-08,6.0,0.17,0.55,445.43,0.335,0.000752,2.9,0.000559,1.0,0.0,141.16,121.73,1.0,1.6,-3.12,6.0,2.04,0.67,0.0,0.0
Z30081630,CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc2c(c1)S(=O)(=O)N=C1CCCCCN12,-47.1921,-36.2159,-11.87248,7.683470726,-8.04,1.0,0.9641589755026423,-32.5873,-43.1706,-32.3592,0.9209298491,7.075937748,0.0755640864,1.67,0.0,3.44,-7.03,0.0,0.0615,0.0,4.43e-05,34.0,-3.89,16.0,4.12,9.25e-08,6.0,0.33,0.55,479.55,0.0627,0.000131,3.15,0.000128,0.0,0.0,124.18,137.0,1.0,2.82,-3.88,5.0,2.61,3.23,1.0,0.0
Z212730310,Cc1ccc([C@@]23C[C@@H]4C[C@@H](C[C@@](C(=O)N5CCN(Cc6nc7ccccc7c(=O)[nH]6)CC5)(C4)C2)C3)cc1,-40.1945,-31.6295,-11.39079,8.0643444061,-6.15,1.0,0.963161781227149,-17.3225,-36.7028,-27.0956,0.9003840685,7.261007309,0.0849024281,4.48,0.0,4.17,-8.38,0.0,0.0011,0.0,2.05e-06,37.0,-5.66,16.0,5.7,4.12e-09,4.0,0.52,0.55,496.64,0.000921,1.86e-06,5.49,2.21e-06,0.0,0.0,69.3,153.88,2.0,4.37,-5.73,5.0,4.18,3.5,3.0,1.0
Z57054303,Cc1ccc(N2C(=O)/C(=C\Nc3ncnc4sc(C)c(C)c34)c3ccccc3C2=O)c(C)c1,-41.0263,-34.274,-12.74985,7.6323900223,-5.04,1.0,0.9611685630659973,-19.4992,-38.7114,-26.7138,0.8072459102,6.1612157822,0.3113031685,5.68,0.0,3.48,-9.08,0.0,1.1e-05,2.0,3.81e-07,33.0,-7.62,21.0,3.76,8.38e-10,4.0,0.15,0.55,454.54,0.000141,3.09e-07,6.14,2.41e-08,0.0,1.0,103.43,136.33,2.0,4.82,-6.51,3.0,3.81,4.99,1.0,0.0
Z4924289109,Cc1ccc(Cl)c(S(=O)(=O)Nc2ccc(NC(=O)CCn3c(=O)[nH]c(=O)c4ccccc43)cc2)c1,-51.9427,-42.2351,-12.14893,7.8163313866,-7.33,3.0,0.9606770846375107,-29.386,-47.8937,-41.2305,0.9413481951,7.3578896523,0.0699769557,2.95,0.0,2.63,-8.95,0.0,0.00155,0.0,5.78e-07,35.0,-5.52,22.0,3.28,1.13e-09,5.0,0.12,0.55,512.97,0.00784,1.53e-05,3.33,3.01e-06,1.0,0.0,138.51,135.82,2.0,3.16,-4.82,8.0,2.69,4.18,2.0,1.0
Z4921678715,Cc1[nH]ncc1C(=O)NC[C@@H](NC(=O)c1cncc2ccccc12)c1ccc2ccccc2c1,-37.2618,-29.3979,-12.57096,7.4601964951,-6.33,3.0,0.9603744897759726,-13.3252,-34.654,-25.7403,0.9480947852,7.0729732513,0.2257892191,3.82,0.0,2.24,-9.96,0.0,0.0011,0.0,4.87e-08,34.0,-5.61,25.0,3.23,1.08e-10,4.0,0.11,0.55,449.5,0.00401,8.92e-06,4.76,2.45e-06,0.0,0.0,99.77,131.17,3.0,3.48,-5.05,8.0,2.6,4.0,1.0,0.0
Z994876732,CC(C)N(CC(=O)N1c2ccccc2NC(=O)C12CCCC2)Cc1nc2ccccc2c(=O)[nH]1,-46.3732,-38.4215,-12.42642,7.7632074356,-7.19,2.0,0.9599417346511223,-19.7633,-42.7736,-31.2189,0.9370599985,7.2745909691,0.0940872282,2.69,0.0,2.47,-7.46,0.0,0.0179,0.0,1.59e-05,34.0,-4.41,16.0,3.92,3.46e-08,5.0,0.38,0.55,459.54,0.0212,4.61e-05,3.49,3.9e-05,0.0,0.0,98.4,138.6,1.0,2.79,-4.34,6.0,2.99,2.33,1.0,0.0
Z46189278,C[C@H](c1nc2ccccc2c(=O)[nH]1)N1CCN([C@H](C)c2nc3ccccc3c(=O)[nH]2)CC1,-46.564,-38.2012,-12.80789,7.5122580528,-7.6,2.0,0.9592530532274114,-16.2252,-41.0167,-25.9287,0.9675913453,7.2687959671,0.0541980639,1.87,0.0,2.36,-7.14,0.0,0.122,0.0,3.13e-05,32.0,-3.55,20.0,3.93,7.28e-08,6.0,0.33,0.55,430.5,0.056,0.00013,3.75,0.000282,0.0,0.0,97.98,132.9,1.0,2.47,-3.89,4.0,3.16,1.19,1.0,0.0
Z26495950,Cc1ccc(NC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)cc1S(=O)(=O)N1CCCCCC1,-48.1035,-39.9288,-12.76503,7.6013879776,-7.57,2.0,0.9592270027477103,-17.0231,-42.2909,-44.3541,0.8956774473,6.808391571,0.0901665464,2.25,0.0,2.56,-6.41,0.0,0.0115,0.0,0.000183,33.0,-4.61,16.0,3.57,3.9e-07,6.0,0.35,0.55,470.54,0.0343,7.28e-05,2.28,2.45e-05,0.0,0.0,129.72,130.72,1.0,2.39,-4.14,6.0,2.16,2.71,1.0,0.0
Z8467703865,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)[C@H](c2nn[nH]n2)C1,-31.0127,-25.9971,-13.32684,7.2938103676,-8.25,2.0,0.9591093666078887,-18.2707,-28.3428,-22.8014,0.9107087255,6.6425366402,0.0350517109,1.1,0.0,2.66,-6.81,0.0,0.229,0.0,6.93e-05,33.0,-3.29,21.0,3.88,1.55e-07,8.0,0.27,0.55,448.45,0.158,0.000351,2.72,0.000511,0.0,0.0,123.76,124.93,1.0,1.84,-3.45,5.0,2.09,0.63,0.0,0.0
Z203554790,Cc1cccc2c1N(C(=O)[C@H]1CCCN(C3=NS(=O)(=O)c4ccccc43)C1)CCC2,-35.2039,-27.3282,-12.40083,7.4681687355,-6.8,0.0,0.9578452988783167,-4.2409,-31.4228,-21.3553,0.8450960517,6.311319828,0.0601244569,2.93,0.0,3.68,-6.04,0.0,0.0244,0.0,0.000384,30.0,-4.24,12.0,4.12,9.08e-07,4.0,0.39,0.55,423.53,0.0165,3.89e-05,3.35,5.77e-05,0.0,0.0,78.43,127.62,1.0,3.21,-4.41,3.0,3.04,3.07,0.0,0.0
Z101498550,Cc1ccc(C)c(S(=O)(=O)Nc2cccc(C(=O)N(C)Cc3nc4ccccc4c(=O)[nH]3)c2)c1,-48.4604,-40.3087,-12.48401,7.7446389198,-6.98,2.0,0.9577783586275503,-17.9206,-43.6916,-39.1541,0.9486393929,7.3468694687,0.0739116669,3.13,0.0,2.4,-8.95,0.0,0.00222,0.0,5.41e-07,34.0,-5.33,22.0,3.38,1.14e-09,5.0,0.16,0.55,476.55,0.00785,1.65e-05,3.66,4.66e-06,0.0,0.0,120.61,131.79,1.0,3.21,-4.78,7.0,2.5,4.35,1.0,0.0
Z1303091240,Cc1ccc([C@@]23C[C@@H]4C[C@@H](C[C@@](C(=O)NC[C@H]5CCC[C@@]56NC(=O)NC6=O)(C4)C2)C3)cc1C,-51.7546,-45.8056,-13.25279,7.7498679161,-6.17,3.0,0.9577522516894614,-23.791,-49.0492,-43.0076,0.8492438197,6.5815272331,0.1382604837,4.04,0.0,3.6,-7.32,0.0,0.00119,1.0,2.17e-05,33.0,-5.58,6.0,6.04,4.83e-08,3.0,0.67,0.55,449.59,0.00474,1.05e-05,4.49,2.65e-06,0.0,0.0,87.3,134.18,2.0,3.63,-4.98,5.0,3.16,2.87,1.0,0.0
Z131399366,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)N3CCC(n4c(=O)[nH]c5ccccc54)CC3)c2)cc1,-45.2742,-36.7798,-12.17048,7.7664194107,-6.73,2.0,0.957344368303455,-24.0367,-39.2741,-33.4394,0.8916853666,6.9252023697,0.2359124869,3.61,0.0,2.9,-7.67,0.0,0.00107,0.0,1.06e-05,35.0,-5.66,21.0,3.29,2.16e-08,4.0,0.23,0.55,490.57,0.00307,6.25e-06,2.72,2.17e-06,0.0,0.0,112.65,139.54,2.0,3.28,-5.2,6.0,2.73,4.43,2.0,0.0
Z5706770423,Cc1ccc(-c2nc(Cc3nc(-c4ccncc4)nn3-c3cnnc4ccccc34)cs2)cc1,-40.836,-36.3244,-12.56519,7.9984045029,-5.87,0.0,0.9571380025977709,-24.8176,-39.1221,-29.9508,0.9036285877,7.2275867462,0.0448483415,4.57,0.0,2.92,-10.22,0.0,0.000112,0.0,2.81e-08,34.0,-6.61,32.0,3.84,6.08e-11,6.0,0.08,0.55,461.54,0.000521,1.13e-06,5.74,2.43e-07,0.0,0.0,110.51,133.21,2.0,4.45,-5.95,5.0,3.73,5.3,1.0,0.0
Z90866044,CN1CCCN(C(=O)CCc2nc3ccccc3c(=O)[nH]2)c2nc3ccccc3nc21,-57.6795,-46.442,-12.8381,7.3801093102,-7.54,1.0,0.9571312162707903,-39.2445,-53.879,-41.7902,0.8788192272,6.4857821465,0.0370752737,1.82,0.0,2.28,-7.24,0.0,0.152,0.0,2.38e-05,31.0,-3.44,20.0,3.35,5.74e-08,5.0,0.26,0.55,414.46,0.0704,0.00017,3.14,0.000366,0.0,0.0,95.08,126.74,1.0,2.4,-3.77,4.0,2.82,1.91,0.0,0.0
Z3396345764,Cc1nc2ccc(O)cc2cc1C(=O)NCC[C@H]1CN(c2ncnc3[nH]ncc23)c2ccccc21,-50.1611,-41.6759,-12.43828,7.7544121742,-6.55,3.0,0.9561478688783901,-16.6154,-46.0167,-34.0204,0.9581376314,7.4297943115,0.208538264,3.65,0.0,2.43,-8.64,0.0,0.000647,0.0,1.06e-06,35.0,-5.86,25.0,3.69,2.28e-09,6.0,0.19,0.55,465.51,0.00323,6.95e-06,3.45,1.39e-06,0.0,0.0,119.92,136.34,2.0,3.1,-5.16,6.0,2.39,3.59,1.0,0.0
Z26538276,O=C(Cn1[nH]c(=O)c2ccccc2c1=O)Nc1ccc(N2CCCCC2)c(S(=O)(=O)Nc2ccc(Cl)cc2)c1,-61.1138,-51.6847,-12.09422,8.0864181519,-7.17,3.0,0.9553073984005725,-27.8133,-52.7441,-52.8784,0.8929507732,7.2207732201,0.1767022461,3.65,1.0,3.41,-8.81,1.0,0.000275,0.0,8.74e-07,39.0,-6.32,22.0,3.96,1.54e-09,5.0,0.22,0.55,568.04,0.0016,2.81e-06,2.94,4.84e-07,1.0,0.0,141.75,155.5,3.0,3.41,-5.55,8.0,2.94,4.09,2.0,1.0
Z3396340398,Cc1nn(C)c2nc(C(=O)NCC[C@H]3CN(c4ncnc5[nH]ncc45)c4ccccc43)ccc12,-45.8778,-36.2798,-11.9264,7.7363028526,-6.95,2.0,0.9552033713047934,-13.9698,-43.3161,-31.2159,0.919634521,7.1145710945,0.1609918475,2.98,0.0,2.23,-7.63,0.0,0.00351,0.0,1.07e-05,34.0,-5.11,24.0,3.83,2.35e-08,6.0,0.25,0.55,453.5,0.01,2.21e-05,2.35,7.74e-06,0.0,0.0,117.51,131.36,1.0,2.49,-4.66,6.0,2.27,2.62,1.0,0.0
Z8259609531,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)[C@H]2CCN2)CC1,-63.3375,-57.4301,-13.67406,7.8330793381,-8.18,2.0,0.9549974861671199,-42.0139,-58.5888,-48.2811,0.9840368032,7.7080383301,0.0190455392,1.21,0.0,2.3,-6.64,0.0,0.602,0.0,0.000102,33.0,-2.87,16.0,3.71,2.28e-07,6.0,0.33,0.55,449.48,0.2,0.000445,3.41,0.00134,0.0,0.0,98.4,131.93,1.0,2.05,-3.35,6.0,2.75,0.58,1.0,0.0
Z3396344540,O=C(CN1C(=O)[C@H]2CC=CC[C@H]2C1=O)NCC[C@H]1CN(c2ncnc3[nH]ncc23)c2ccccc21,-46.792,-41.1948,-12.49587,8.0203533173,-7.86,2.0,0.9541554517654397,-18.0611,-43.9438,-35.5853,0.9733718634,7.8067860603,0.5076020956,1.85,0.0,1.9,-5.81,0.0,0.0393,2.0,0.000729,35.0,-4.08,15.0,4.43,1.55e-06,6.0,0.36,0.55,471.51,0.0775,0.000164,1.61,8.34e-05,0.0,0.0,124.18,135.11,1.0,1.71,-3.78,7.0,1.91,1.28,1.0,0.0
Z1069481562,C[C@@H]1Oc2ccc(C(=O)C3CCN(C(=O)c4ccc5c(c4)CCCC(=O)N5)CC3)cc2NC1=O,-54.2343,-47.5048,-13.46863,7.570813179,-7.65,2.0,0.9541151294375757,-35.4781,-52.0639,-47.9089,0.9646571875,7.3032393456,0.0567427389,2.07,0.0,1.77,-6.61,0.0,0.0581,0.0,0.000114,34.0,-3.9,12.0,3.93,2.47e-07,5.0,0.38,0.55,461.51,0.0459,9.94e-05,3.35,0.000126,0.0,0.0,104.81,136.81,1.0,2.41,-4.0,4.0,2.97,1.89,1.0,0.0
Z295691046,C[C@H](C(=O)N1CCN(Cc2cc(=O)n3ccccc3n2)CC1)N1C(=O)[C@H]2CC=CC[C@H]2C1=O,-44.479,-37.6804,-12.81664,7.6281709671,-9.18,0.0,0.9540907054077062,-8.2846,-42.8285,-35.4911,0.8750002384,6.6746516228,0.0567756481,-0.19,0.0,0.96,-3.26,0.0,19.8,2.0,0.247,33.0,-1.36,10.0,4.37,0.00055,6.0,0.46,0.55,449.5,1.78,0.00397,0.61,0.0441,0.0,0.0,95.3,132.75,1.0,0.83,-2.4,5.0,3.37,-0.62,2.0,0.0
Z1005268328,Cc1c[nH]c(=O)n1-c1cccc(C(=O)Nc2cc(S(=O)(=O)Nc3cccc(Cl)c3)ccc2O)c1,-48.3694,-40.257,-12.72015,7.5974092484,-7.29,4.0,0.953814803483794,-18.4682,-42.6954,-36.4873,0.909643352,6.9109330177,0.1603401899,2.89,1.0,2.22,-8.1,0.0,0.00149,1.0,3.99e-06,34.0,-5.53,23.0,3.35,8e-09,5.0,0.04,0.55,498.94,0.00804,1.61e-05,2.53,2.98e-06,1.0,0.0,141.67,129.72,1.0,2.95,-4.79,7.0,2.51,4.59,1.0,0.0
Z8174585712,CC(C)S(=O)(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-51.8106,-44.7394,-13.04292,7.6603555679,-7.74,1.0,0.9523066232312266,-20.0625,-46.8256,-42.4363,0.9635503888,7.3811388016,0.0368432775,2.03,0.0,2.43,-6.77,0.0,0.0466,0.0,8.08e-05,33.0,-4.01,16.0,3.45,1.71e-07,7.0,0.35,0.55,472.53,0.046,9.74e-05,3.23,9.86e-05,0.0,0.0,111.82,131.28,1.0,2.63,-4.01,6.0,2.58,2.89,1.0,0.0
Z5584403963,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ncccn2)CC1,-55.1648,-49.4663,-13.67472,7.6166214943,-7.32,1.0,0.9516233032027381,-35.5933,-50.8154,-42.0715,0.9330558181,7.1067328453,0.0499904342,2.38,0.0,2.84,-7.82,0.0,0.0427,0.0,6.73e-06,33.0,-4.02,22.0,3.2,1.51e-08,6.0,0.21,0.55,444.46,0.0245,5.52e-05,3.66,9.6e-05,0.0,0.0,95.08,128.53,1.0,2.65,-4.26,5.0,2.29,2.06,0.0,0.0
Z7684281799,Cc1cccc2c(N3CC(c4nnc5ccccn45)C3)nc(N3CC[C@H]4C(F)(F)[C@@]4(F)C3)nc12,-37.3042,-31.5868,-12.50599,7.720788002,-5.81,0.0,0.9511300286236692,-8.8999,-34.3239,-15.3493,0.8140750527,6.2853007317,0.1116138548,4.69,0.0,4.31,-6.92,0.0,0.000868,0.0,5.54e-05,34.0,-5.73,19.0,4.44,1.19e-07,7.0,0.42,0.55,465.47,0.000591,1.27e-06,2.99,1.86e-06,0.0,0.0,62.45,127.74,2.0,4.0,-5.9,3.0,3.73,4.27,0.0,1.0
Z5118588394,NS(=O)(=O)c1ccc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,-47.1815,-40.9458,-12.25772,8.0374412537,-7.03,3.0,0.9506377170990462,-24.2203,-42.525,-31.3264,0.8442615271,6.7857022285,0.0747071058,3.74,0.0,2.22,-10.37,0.0,0.00035,0.0,2.35e-08,38.0,-6.2,22.0,4.03,4.24e-11,8.0,0.19,0.55,555.02,0.00161,2.9e-06,4.11,6.31e-07,1.0,0.0,131.79,142.48,3.0,3.76,-5.54,8.0,3.44,5.28,2.0,1.0
Z4921677687,Cc1c(O)cccc1C(=O)N1CCC2(CCC[C@@H]2NC(=O)c2c[nH]c(=O)c3ccccc23)CC1,-37.6049,-33.9186,-13.97011,7.265748024,-6.97,3.0,0.9505905068738517,-8.188,-34.8231,-31.5563,0.8422168493,6.1193351746,0.0806323737,3.01,0.0,3.06,-7.34,0.0,0.00684,0.0,2.09e-05,34.0,-4.83,16.0,3.99,4.54e-08,4.0,0.37,0.55,459.54,0.0114,2.49e-05,4.25,1.49e-05,0.0,0.0,102.5,135.05,1.0,3.27,-4.6,5.0,2.65,3.37,1.0,0.0
Z855976658,Cc1ccccc1-n1nc(C(=O)[C@@H](C#N)c2nc3sc4c(c3c(=O)[nH]2)CCCC4)c2c1CCC2,-40.6033,-35.7645,-12.54483,7.9074964523,-5.76,1.0,0.9504676641961176,-21.6601,-39.7456,-33.4402,0.8370753527,6.6191701889,0.1720412523,4.79,0.0,2.85,-7.82,0.0,2.31e-05,0.0,7.17e-06,34.0,-7.31,20.0,4.46,1.53e-08,5.0,0.35,0.55,469.56,0.000539,1.15e-06,6.65,4.92e-08,1.0,0.0,132.67,131.62,2.0,4.37,-5.94,4.0,3.21,4.34,1.0,0.0
